loss,distance,FGSM,BIM-A,BIM-B,deepfool,params
0.01553827524185181,0.38081247,0.48834627866744995,0.48279687762260437,0.47835737466812134,0.635960042476654,"{'batch_size': 128, 'drop_out': 0.1894920602221365, 'first_layer_dense': 73, 'hidden_layer_activation': 'tanh', 'learning_rate': 0.1, 'num_epochs': 19.0, 'optimizer': 'SGD', 'output_layer_activation': 'sigmoid', 'second_layer_dense': 33, 'third_layer_dense': 10}"
0.01553827524185181,0.21689968,0.46281909942626953,0.476137638092041,0.48834627866744995,0.6648168563842773,"{'batch_size': 16, 'drop_out': 0.4098655273515491, 'first_layer_dense': 74, 'hidden_layer_activation': 'softplus', 'learning_rate': 0.1, 'num_epochs': 19.0, 'optimizer': 'Adamax', 'output_layer_activation': 'sigmoid', 'second_layer_dense': 45, 'third_layer_dense': 15}"
0.016648173332214355,0.04688418,0.25971144437789917,0.17536070942878723,0.31520533561706543,0.6648168563842773,"{'batch_size': 16, 'drop_out': 0.28472501761578806, 'first_layer_dense': 111, 'hidden_layer_activation': 'softsign', 'learning_rate': 0.1, 'num_epochs': 14.0, 'optimizer': 'Adamax', 'output_layer_activation': 'sigmoid', 'second_layer_dense': 31, 'third_layer_dense': 14}"
0.016648173332214355,0.033060294,0.35072141885757446,0.23196448385715485,0.3596004545688629,0.6614872217178345,"{'batch_size': 16, 'drop_out': 0.19150696669297113, 'first_layer_dense': 102, 'hidden_layer_activation': 'softsign', 'learning_rate': 0.1, 'num_epochs': 17.0, 'optimizer': 'Adamax', 'output_layer_activation': 'sigmoid', 'second_layer_dense': 32, 'third_layer_dense': 14}"
0.016648173332214355,0.71050775,0.4062153100967407,0.2774694859981537,0.3806881308555603,0.6637070178985596,"{'batch_size': 32, 'drop_out': 0.056399083167915115, 'first_layer_dense': 53, 'hidden_layer_activation': 'tanh', 'learning_rate': 0.001, 'num_epochs': 6.0, 'optimizer': 'Adam', 'output_layer_activation': 'hard_sigmoid', 'second_layer_dense': 41, 'third_layer_dense': 17}"
0.016648173332214355,0.16504854,0.47058823704719543,0.41842398047447205,0.44950056076049805,0.6637070178985596,"{'batch_size': 16, 'drop_out': 0.26477134623423143, 'first_layer_dense': 76, 'hidden_layer_activation': 'softsign', 'learning_rate': 0.1, 'num_epochs': 15.0, 'optimizer': 'SGD', 'output_layer_activation': 'sigmoid', 'second_layer_dense': 37, 'third_layer_dense': 14}"
0.016648173332214355,0.346574,0.4894561469554901,0.4894561469554901,0.4894561469554901,0.5571587085723877,"{'batch_size': 64, 'drop_out': 0.2771981569065637, 'first_layer_dense': 85, 'hidden_layer_activation': 'softmax', 'learning_rate': 0.1, 'num_epochs': 18.0, 'optimizer': 'Adagrad', 'output_layer_activation': 'sigmoid', 'second_layer_dense': 31, 'third_layer_dense': 10}"
0.016648173332214355,0.108169764,0.2852386236190796,0.18978911638259888,0.33296337723731995,0.6614872217178345,"{'batch_size': 16, 'drop_out': 0.29456784222422705, 'first_layer_dense': 94, 'hidden_layer_activation': 'softsign', 'learning_rate': 0.1, 'num_epochs': 15.0, 'optimizer': 'Adamax', 'output_layer_activation': 'sigmoid', 'second_layer_dense': 48, 'third_layer_dense': 18}"
0.016648173332214355,0.34436998,0.4894561469554901,0.4894561469554901,0.4894561469554901,0.6248612403869629,"{'batch_size': 16, 'drop_out': 0.2382861059313035, 'first_layer_dense': 37, 'hidden_layer_activation': 'softmax', 'learning_rate': 0.1, 'num_epochs': 18.0, 'optimizer': 'Adamax', 'output_layer_activation': 'softplus', 'second_layer_dense': 43, 'third_layer_dense': 10}"
0.016648173332214355,0.21931304,0.4839067757129669,0.4739178717136383,0.47058823704719543,0.6570477485656738,"{'batch_size': 64, 'drop_out': 0.27071121194173653, 'first_layer_dense': 102, 'hidden_layer_activation': 'softsign', 'learning_rate': 0.1, 'num_epochs': 16.0, 'optimizer': 'SGD', 'output_layer_activation': 'sigmoid', 'second_layer_dense': 32, 'third_layer_dense': 15}"
